title,rating,runtime,imdb_rating,meta_score,genre,release_year,description,director,stars,votes,gross,img_src,type
Hitched for the Holidays,TV-PG,87,6.5,,"Drama, Romance",2012,An attractive pair agrees to be each other's supposed significant other throughout the holidays to keep their meddling families at bay.,Michael M. Scott,"Joey Lawrence, Emily Hampshire, Linda Darlow, Marilu Henner, ","2,117",,"https://m.media-amazon.com/images/M/MV5BZDcxZjBkMWUtZTM2ZS00Y2U2LTlhMmMtNzFkODFjZDNlOWMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Christmas at Cartwright's,TV-G,84,6.3,,"Comedy, Drama, Family",2014,"A single mom gets a holiday job as a department store Santa to help boost her finances, and then an angel enters her life and brings about some positive changes, including the spark of a new romance.",Graeme Campbell,"Alicia Witt, Gabriel Hogan, Wallace Shawn, T.J. McGibbon, ","1,978",,"https://m.media-amazon.com/images/M/MV5BYjViMGRjMmQtNmMzYy00YmQ2LWIxNTQtODI2NGJiNzZiY2QxXkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie
Christmas Holiday,Not Rated,93,6.5,,"Crime, Drama, Film-Noir",1944,A young femme fatale-type woman realizes that the man she married is an incorrigible wastrel.,Robert Siodmak,"Deanna Durbin, Gene Kelly, Richard Whorf, Dean Harens, ","1,488",,"https://m.media-amazon.com/images/M/MV5BNjliOTllOGQtZWRjYy00NjU3LWE5OGEtMjQ3MjM1ZmVjMGM0XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
An Accidental Christmas,TV-PG,90,4.4,,"Comedy, Family, Romance",2007,A couple separated for almost a year endure the machinations of their two children trying to effect a reconciliation.,Fred Olen Ray,"Cynthia Gibb, David Millbern, Jason Connery, Stuart Pankin, ",586,,"https://m.media-amazon.com/images/M/MV5BZTZkMjEwZGMtYWMyMC00ZjM2LTk0ZTktMDFkNWJhZGY5NTAwXkEyXkFqcGdeQXVyNzE5MTA4Nw@@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie
Jingle Bell Bride,TV-G,84,6.1,,"Drama, Romance",2020,"Wedding planner Jessica Perez travels to a remote town in Alaska to find a rare flower for a celebrity client and is charmed by the small town during Christmas, as well as by the handsome local helping her.",Allan Harmon,"Julie Gonzalo, Ronnie Rowe, BJ Harrison, Keenan Mentzos, ","1,225",,"https://m.media-amazon.com/images/M/MV5BZjNlNzY1YmEtZGI2OC00YzQ3LWJkYmMtNDliNzk2NjM4M2EwXkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Finding Father Christmas,TV-G,84,6.8,,"Drama, Romance",2016,"Raised by her mother, but orphaned at a young age at Christmas, Miranda finds a clue that will take her to the truth about her father. Along the way, she finds romance and rekindles her Christmas spirit.",Terry Ingram,"Erin Krakow, Niall Matter, P. Lynn Johnson, Michael Kopsa, ","2,385",,"https://m.media-amazon.com/images/M/MV5BYjgyNjgzYmQtYjFlZi00NGMxLWJlOWEtY2QyNDUwN2IzYTE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Girlfriends of Christmas Past,TV-PG,90,5.1,,"Comedy, Romance",2016,This Christmas three women plot revenge on the guy who cruelly dumped them all. But will vengeance be worth risking a chance at new love?,Jake Helgren,"Tammin Sursok, Brent Bailey, Lindsey McKeon, Abigail Klein, ",911,,"https://m.media-amazon.com/images/M/MV5BZjlmNWYzMWQtNGFjOC00MDE4LTg0YTAtNTkxODYzYWE5YTZhXkEyXkFqcGdeQXVyMTQyODAxMw@@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie
The Christmas Edition,TV-PG,88,6.1,,"Drama, Romance",2020,"At Christmastime, up-and-coming journalist Jackie's life is at crossroads until she finds an unexpected opportunity to run a newspaper in small-town Alaska. She decides to try it and ...                See full summary »",Peter Sullivan,"Carly Hughes, Rob Mayes, Marie Osmond, Aloma Wright, ",650,,"https://m.media-amazon.com/images/M/MV5BOTgyNWVjYjgtY2YzMi00MGQ3LTk4ZjgtNDhlODM5NDViZThlXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UY209_CR34,0,140,209_AL_.jpg",Movie
Window Wonderland,TV-G,86,6.7,,"Comedy, Drama, Romance",2013,"A department-store window decorator learns there is a vacancy for her dream job in the run-up to Christmas, only to find a professional rival has his eye on it too.",Michael M. Scott,"Chyler Leigh, Paul Campbell, Naomi Judd, Terence Kelly, ","2,239",,"https://m.media-amazon.com/images/M/MV5BMzM4ZTNhNTItY2RmNy00M2U0LThlYTMtOWMyZmZhMjdkOGE0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Christmas on Ice,TV-PG,87,6.1,,Romance,2020,A former figure skater and a former hockey player work together to void the mayor from closing the local skating rink.,John Stimpson,"Abigail Klein, Ryan Cooper, Caroline Portu, Will Lyman, ",955,,"https://m.media-amazon.com/images/M/MV5BOWQ0MmVlMWMtM2E5OS00NjBjLWE4NTMtMTkyY2ZjOGUxZjBkXkEyXkFqcGdeQXVyNDI3NjA5MTY@._V1_UY209_CR1,0,140,209_AL_.jpg",Movie
A Christmas Memory,Not Rated,96,7.0,,"Drama, Family",1997,"Seven year old Buddy experiences the best of country life, friendship, and the joy of giving during the Christmas season. Based on the story by Truman Capote.",Glenn Jordan,"Patty Duke, Piper Laurie, Jeffrey DeMunn, Anita Gillette, ",741,,"https://m.media-amazon.com/images/M/MV5BMTQzMzcwMjE4NF5BMl5BanBnXkFtZTgwOTg1MjgwMzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
The Perfect Christmas Present,TV-G,82,6.3,,"Drama, Romance",2017,"Tom is called Mr. Christmas due to his ability to determine the perfect Christmas gift for someone, befitting their personality.",Blair Hayes,"Sam Page, Tara Holt, Sam Guinan-Nyhart, Emily Peterson, ","1,702",,"https://m.media-amazon.com/images/M/MV5BYTI3OTQ2NmEtNWQwMi00OTBhLTg1ZDAtYzA2MTVhZGQwNmNlXkEyXkFqcGdeQXVyMjAzMjcxNTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Shoelaces for Christmas,TV-PG,90,6.3,,"Drama, Family, Romance",2018,"After a disagreement with her father, teenager Jennifer inadvertently stumbles into a local homeless shelter late one evening. Will volunteering at the shelter teach her to be responsible and compassionate toward others?",Craig Clyde,"Bailey Chase, Jessica Morris, Mia Topalian, Austin R. Grant, ",470,,"https://m.media-amazon.com/images/M/MV5BNDAyYzY0ZGItODAzOC00YjlkLWJhNzMtOGQ5ZDY5ODQ4NmMzXkEyXkFqcGdeQXVyODA3NTIyMjM@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
A Merry Christmas Match,TV-G,82,5.8,,"Comedy, Drama, Romance",2019,"Corey who works in her mom's antique shop, puts on a Christmas pageant in honor of her late father. When a man named Ryder visits her store, she wonders if she should have left town to follow her dream of becoming a theater director.",Jake Helgren,"Ashley Newbrough, Kyle Dean Massey, Lindsey Gort, John DeLuca, ","1,270",,"https://m.media-amazon.com/images/M/MV5BOGE2MzVhNTAtN2I0Yi00OGRmLWJhZjktNDkxZWRkM2VjYmVjXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
A Godwink Christmas: Meant for Love,Not Rated,85,6.9,,"Drama, Romance",2019,"Is it divine intervention/Godwink, coincidences or a meddling mom, when Alice, managing the family clothing store, and Jack, medical sales, keep bumping into each other before Christmas?",Paul Ziller,"Cindy Busby, Benjamin Hollingsworth, Kathie Lee Gifford, Hilary Jardine, ","1,632",,"https://m.media-amazon.com/images/M/MV5BMWRkMDdmYmEtMTIxOC00MDg0LWIxMmEtNTM0NTQ5NDI5NThmXkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
A Godwink Christmas,TV-G,87,6.6,,"Drama, Romance",2018,A woman who accepts her boyfriend's marriage proposal is invited to her aunt's home for Christmas and develops romantic feelings for an inn owner.,Michael Robison,"Kimberley Sustad, Paul Campbell, Kathie Lee Gifford, Giles Panton, ","1,752",,"https://m.media-amazon.com/images/M/MV5BOTA3NTRjOGEtNGE2Yy00ZmRjLWJkNjctNzA2MGI3M2M1OWVmXkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Charming Christmas,TV-G,85,6.1,,"Drama, Romance",2015,"When a young businesswoman plays Mrs Claus at her family's department store over Christmas, her life begins to take some unexpected turns.",Craig Pryce,"Julie Benz, David Sutcliffe, Bruce Gray, Catherine McNally, ","1,841",,"https://m.media-amazon.com/images/M/MV5BNzY4NGQ5ZTYtZjQzYS00YTllLWE1ZDEtOTNjNjA4NjJiY2RiXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
The Christmas Party,Approved,9,6.4,,"Short, Family",1931,"Jackie wants to throw a Christmas party for his friends on his football team, but doesn't know how to go about it. His fellow stars at MGM decide to help him out.",Charles Reisner,"Lionel Barrymore, Wallace Beery, Jackie Cooper, Marion Davies, ",411,,"https://m.media-amazon.com/images/M/MV5BZWE3OGQ0ZDUtZjkzOS00MWFlLWJkOWYtZWM2ZGUwNmI2N2MyXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY209_CR69,0,140,209_AL_.jpg",Movie
Christmas Land,TV-G,84,5.8,,"Comedy, Drama, Family",2015,"After inheriting a Christmas tree farm, a woman's plans to sell it change when she falls in love with the townspeople and meets a charming lawyer named Tucker.",Sam Irvin,"Nikki Deloach, Luke Macfarlane, Jason-Shane Scott, Maureen McCormick, ","2,696",,"https://m.media-amazon.com/images/M/MV5BMTUwMzk3NTkzMF5BMl5BanBnXkFtZTgwNjc1Njk0NzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Prancer Returns,Not Rated,91,5.8,,"Family, Drama, Fantasy",2001,"Preteen brothers from a broken marriage live with their mother, Denise, in a rural town. Ryan, the cheeky elder boy, wants to go live with their father, Matt, in Chicago. This confuses shy ...                See full summary »",Joshua Butler,"Gavin Fink, John Corbett, Stacy Edwards, Michael O'Keefe, ",630,,"https://m.media-amazon.com/images/M/MV5BMTYxMzk5MzA3MV5BMl5BanBnXkFtZTcwMTYwMjg1Nw@@._V1_UY209_CR1,0,140,209_AL_.jpg",Movie
The Dog Days of Christmas,,88,5.2,,"Family, Romance",2021,"After finishing a mission, aid worker Annie Blake is going home to Vermont to spend the holidays with her family. When the local animal shelter closes, Annie steps in to save it with the help of the local vet and old school nemesis, Dylan.",Tori Garrett,"Georgia Flood, Ezekiel Simat, Anthony Phelan, Christine Amor, ",246,,"https://m.media-amazon.com/images/M/MV5BODMwZDNmNmUtMzU4OC00N2YzLWJjNGQtODIzMTYwNWQ5YTFkXkEyXkFqcGdeQXVyNDIyOTQ4MzY@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Elf-Man,Not Rated,86,3.5,,"Comedy, Family, Fantasy",2012,"An Elf is left behind by Santa to help rescue the Harper family from a lousy Christmas. The Elf and the family get more than they bargained for, as the kids help the Elf discover his special powers and true identity as a budding superhero.",Ethan Wiley,"Jason 'Wee Man' Acuña, Jeffrey Combs, Mackenzie Astin, Mirelly Taylor, ",727,,"https://m.media-amazon.com/images/M/MV5BNjE2ODgwNDc5OF5BMl5BanBnXkFtZTcwMDA1MDMyOQ@@._V1_UY209_CR6,0,140,209_AL_.jpg",Movie
Christmas Wishes and Mistletoe Kisses,TV-G,84,6.5,,"Drama, Family, Romance",2019,An interior designer is hired to decorate a lavish mansion over the Christmas season.,D.J. Viola,"Jill Wagner, Matthew Davis, Brandon Quinn, Donna Mills, ","1,692",,"https://m.media-amazon.com/images/M/MV5BZTUyZTc0OGItZmU0Ny00OTBkLThjY2YtNGVjNGFkYjZmMTZjXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Christmas Encore,TV-G,83,5.7,,"Drama, Romance",2017,A struggling actress auditions for the lead role in a theater production of 'A Christmas Carol'.,Bradley Walsh,"Maggie Lawson, Brennan Elliott, Art Hindle, Tracey Hoyt, ","1,268",,"https://m.media-amazon.com/images/M/MV5BZTIxNDkyZDUtMTFkYy00OTI2LThjODMtNDdiN2NmMWQ4YThlXkEyXkFqcGdeQXVyNjk2Mjc2OTI@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
A Christmas in Royal Fashion,,90,5.3,,Romance,2018,Handsome prince and fashion assistant fall in love amidst a Christmas fashion show.,Fred Olen Ray,"Cindy Busby, Diarmaid Murtagh, Adam Levy, Michael Paré, ",717,,"https://m.media-amazon.com/images/M/MV5BMWE4OGZmZmUtNjEwYi00MDU3LWFlZGQtMGQyMTE2M2NmOWMwXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Christmas at Pemberley Manor,TV-G,84,6.2,,"Comedy, Romance",2018,A high-flying New York event planner is sent to a quaint small town to organize their Christmas festival.,Colin Theys,"Jessica Lowndes, Michael Rady, Ben Estus, Maddie McCormick, ","2,553",,"https://m.media-amazon.com/images/M/MV5BOTUxYmFiMmMtOTgxNC00YmFhLWI2NmYtZDBlMTI0YjdjNDc2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Candy Cane Christmas,TV-PG,91,5.5,,"Comedy, Drama, Romance",2020,"As Phoebe is searching for a new tradition to lift her holiday spirits, she realizes that it's not the traditions we cherish, but the people with whom we share them.",Adrian Langley,"Beverley Mitchell, Mark Ghanimé, Derek Johns, Benedicte Belizaire, ",681,,"https://m.media-amazon.com/images/M/MV5BMWM1NmUwNGYtZDRhYi00Zjg2LWIwYjQtN2E1ODUyOTQzN2E1XkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie
Christmas Under the Stars,TV-G,82,6.7,,"Drama, Romance",2019,A Christmas-tree lot helps two people rediscover their holiday spirit.,Allan Harmon,"Jesse Metcalfe, Autumn Reeser, Clarke Peters, Anthony Bolognese, ","2,030",,"https://m.media-amazon.com/images/M/MV5BYTA3NWE2YjktYzFjNC00OThjLTgzODYtOTdkMzBiNjhmNTI5XkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Christmas Mail,TV-PG,89,5.3,,"Comedy, Drama, Family",2010,"In this holiday romantic comedy, a mysterious woman who works at the post office answering Santa's mail captures the heart of a disillusioned postal carrier",John Murlowski,"Ashley Scott, A.J. Buckley, Lochlyn Munro, Rolonda Watts, ","1,798",,"https://m.media-amazon.com/images/M/MV5BMjIzNzEyNzA3M15BMl5BanBnXkFtZTcwNDMwNjA4NA@@._V1_UY209_CR11,0,140,209_AL_.jpg",Movie
Road to Christmas,TV-G,84,6.7,,"Comedy, Drama, Romance",2018,"A TV producer is producing a Christmas Special for the 5th year but she is then told to co-produce it with the host's son. Initially, she's not too happy about it but - Christmas brings friends and families together.",Allan Harmon,"Jessy Schram, Teryl Rothery, Matreya Scarrwener, Chad Michael Murray, ","2,023",,"https://m.media-amazon.com/images/M/MV5BNjE3NzNmM2EtMDFmZC00MGU3LWEwNWItZmY0ZTIxMmY0OGNmXkEyXkFqcGdeQXVyNzg0MDM4NTc@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Love at the Christmas Table,Not Rated,89,6.3,,"Comedy, Drama, Romance",2012,A man realizes that his best friend since childhood is the woman that he loves.,Rachel Lee Goldenberg,"Danica McKellar, Dustin Milligan, Lea Thompson, Scott Patterson, ","2,609",,"https://m.media-amazon.com/images/M/MV5BMzc2NDQ1NzExNV5BMl5BanBnXkFtZTgwMDEzNjg4MDE@._V1_UY209_CR4,0,140,209_AL_.jpg",Movie
One Starry Christmas,TV-G,83,6.5,,"Comedy, Drama, Romance",2014,"When journeying by bus to surprise her boyfriend for Christmas, Holly meets a charming cowboy who accompanies her.",John Bradshaw,"Sarah Carter, Damon Runyan, Paul Popowich, Kathleen Laskey, ","2,214",,"https://m.media-amazon.com/images/M/MV5BYTQzMjdjY2YtZDljZi00OWZkLWJlMmItMTRlZjBiNzY3Y2JlXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
It's Beginning to Look a Lot Like Christmas,TV-G,83,6.0,,"Comedy, Romance",2019,"When a New England Christmas decorating competition searches for the town with the most Christmas spirit, the mayors of East and West Riverton go all out to get their towns to the top of the holiday heap.",David Weaver,"Eric Mabius, Tricia Helfer, Aliza Vellani, Raf Rogers, ",946,,"https://m.media-amazon.com/images/M/MV5BYTcyYmJhMmItZWRhZC00MTIwLTliNmMtMWY5NzU0MTdhYmMzXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Inn Love by Christmas,,88,5.9,,"Comedy, Drama, Romance",2020,"On her way home to spend Christmas with her grandmother, Mandy runs into Lucas, her old high school rival.",Jesse D. Ikeman,"Jonna Walsh, Jesse Hutch, Jayne Eastwood, Tammy Isbell, ",717,,"https://m.media-amazon.com/images/M/MV5BMmUzMWUyOTctMzRlNi00YzEwLWJjM2EtOWJkMjllZmM5NDJkXkEyXkFqcGdeQXVyMTQ2NjExOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
48 Christmas Wishes,TV-G,84,3.9,,"Animation, Adventure, Comedy",2017,"For the first time ever, two junior Elves have to leave home after losing an entire town's letters to Santa. While attempting to blend into small town life, they set out to retrieve every missing wish before Christmas Eve.",Marco Deufemia,"Justin G. Dyck, Madeline Leon, Liam MacDonald, Clara Kushnir, Ethan Yang, ","1,194",,"https://m.media-amazon.com/images/M/MV5BMjI4ZDhlNzQtNjE3OC00YTdlLThiZWUtZmYzNzAwYmQzZDI3XkEyXkFqcGdeQXVyODA3NTIyMjM@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Christmas Next Door,TV-G,86,6.5,,"Family, Romance",2017,"A famous MGTOW author is forced to look after his niece and nephew over the holidays and, with the help of his Christmas-loving neighbor, he learns to find love and the Christmas spirit.",Jonathan Wright,"Jesse Metcalfe, Fiona Gubelmann, Brittany Bristow, Jenna Weir, ","2,545",,"https://m.media-amazon.com/images/M/MV5BNGFkMGZmNjgtYTlkMS00ZDM0LWEwOGYtZDY1YmUyNGI2ODRhXkEyXkFqcGdeQXVyNDQ2NDMwNjk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Rediscovering Christmas,TV-G,87,5.8,,"Comedy, Drama, Romance",2019,Sparks fly when a Boston department store window designer travels to her family's Connecticut town to help design its annual Snowflake Festival Christmas Eve dance and must work with the festival founders' stubborn but devoted grandson.,Colin Theys,"Jessica Lowndes, B.J. Britt, Justine Cotsonas, David Naughton, ",428,,"https://m.media-amazon.com/images/M/MV5BNjM1YzQ3ZTQtZmI5Ny00YmY5LTkyOWEtNzZlZTE1ZjdlOWMwXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Boyfriends of Christmas Past,TV-G,84,6.0,,"Comedy, Fantasy, Romance",2021,"Leading up to Christmas, Lauren is visited by the ghosts of three ex-boyfriends. She must learn to open her heart or risk losing her best friend, Nate.",Don McBrearty,"Catherine Haena Kim, Raymond Ablack, Jenna Katz, Paul Sun-Hyung Lee, ","1,132",,"https://m.media-amazon.com/images/M/MV5BZmRlZDAyMWQtZWFhZC00YTNjLTliYTEtYjBiN2M3MGVkM2JiXkEyXkFqcGdeQXVyODcyMTQ4MTc@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
A Christmas Reunion,TV-G,86,5.1,,"Comedy, Romance",2015,"A high-flying advertising executive returns to her hometown following the death of her aunt, whose dying wish was for her niece to re-open her bakery shop and host the town's 50th annual Christmas cookie contest.",Sean Olson,"Denise Richards, Patrick Muldoon, Jake Busey, Parker Stevenson, ",777,,"https://m.media-amazon.com/images/M/MV5BZDljZTU4YmUtMDVlOC00ZTFjLWIxYzUtZDVkNDYxMDc5YjY3XkEyXkFqcGdeQXVyMTMzODQ1NDE5._V1_UY209_CR8,0,140,209_AL_.jpg",Movie
Marrying Father Christmas,TV-G,85,6.3,,"Drama, Mystery, Romance",2018,"When Miranda Chester set off to find information on her biological father two Christmases ago, she never imagined that her investigation would lead her to both the family she had always longed for and Ian McAndrick - the love of her life.",David Winning,"Erin Krakow, Niall Matter, Wendie Malick, P. Lynn Johnson, ","1,391",,"https://m.media-amazon.com/images/M/MV5BOTkyOTEzZWUtODQ4OC00ZDJjLWFlODUtZDk1OTY3YjZlYmUzXkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
"It's Christmas, Carol!",TV-G,87,5.8,,"Drama, Family, Fantasy",2012,"It's Christmas Eve in Chicago and heartless tyrant publishing exec Carol is haunted by her dead ex boss, who's the ghost of Christmas past, present and future.",Michael M. Scott,"Emmanuelle Vaugier, Carrie Fisher, Olivia Cheng, Tygh Runyan, ",944,,"https://m.media-amazon.com/images/M/MV5BYzIzMWVhYjktYTA1ZC00OWUwLWExNjUtMGYyMmQ2OGRhZGEwXkEyXkFqcGdeQXVyMzg0NTU0NjM@._V1_UY209_CR1,0,140,209_AL_.jpg",Movie
Broadcasting Christmas,TV-G,84,6.0,,"Comedy, Drama, Family",2016,"Two news broadcasters who previously were in love fight for a position as a morning talk show host that they both want, ultimately finding what made them like each other so much in the first place.",Peter Sullivan,"Melissa Joan Hart, Dean Cain, Cynthia Gibb, Jackée Harry, ","1,899",,"https://m.media-amazon.com/images/M/MV5BMTk1NjE0Nzk5MF5BMl5BanBnXkFtZTgwNDA5MjE2MDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
The Christmas Tree,TV-G,43,1.4,,"Animation, Drama, Family",1991,"Heartless Mrs. Mavilda runs an orphanage where kids live in miserable conditions because she keeps all the donation money for herself. She hires a new assistant who, along with Santa, helps the kids finally have a merry Christmas.",Flamarion Ferreira,"William Griffin, Elly Drygas, Ayal Kleinman, Karen Drygas, ",813,,"https://m.media-amazon.com/images/M/MV5BYjQxNzZkYzUtODZiZS00MzgzLWFhZTItMmViYjM0NDQ1Nzk1XkEyXkFqcGdeQXVyNjg4NzY5ODc@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Red Snow,,80,5.4,43,"Comedy, Horror, Thriller",2021,A struggling vampire romance novelist must defend herself against real-life vampires during Christmas in Lake Tahoe.,Sean Nichols Lynch,"Dennice Cisneros, Nico Bellamy, Laura Kennon, Vernon Wells, ","1,870",,"https://m.media-amazon.com/images/M/MV5BYjYyNTJjZjktNWUyMS00MDc3LWJkYjMtNTQxZjFkNmUyNWNjXkEyXkFqcGdeQXVyMjI1OTY0MTM@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
A Christmas Solo,TV-G,89,5.9,,"Comedy, Drama, Family",2017,"Two single parents stumble into the possibility of love for Christmas, not knowing that their daughters are embroiled in a nasty rivalry at school.",Christie Will Wolf,"Kelli Williams, Jonathan Scarfe, Pippa Mackie, Kayla Wallace, ",875,,"https://m.media-amazon.com/images/M/MV5BMjZmYjU2OTUtZTYyNC00MjJjLWJjMzEtYjZmZWI1NTE4Zjc4XkEyXkFqcGdeQXVyNzY4ODc3OTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Christmas Scavenger Hunt,TV-G,82,6.0,,"Comedy, Drama, Romance",2019,"When Belinda heads back to her hometown for the holidays, things get complicated when she teams-up with her ex-boyfriend for the annual Christmas scavenger hunt.",Marita Grabiak,"Kim Shaw, Kevin McGarry, Tom Arnold, Kathryn Kohut, ","1,271",,"https://m.media-amazon.com/images/M/MV5BZmU5ZTQ2OGEtOGU2Zi00NTY0LWE4M2EtZWNkYjhkM2EzYTBhXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Sleigh Bells Ring,TV-G,82,6.3,,"Comedy, Family, Romance",2016,A busy single mom tasked with organizing her city's Christmas parade discovers an antique sleigh which seems to have a mind of its own.,Marita Grabiak,"Erin Cahill, David Alpay, Dakota Guppy, Jenna Romanin, ","1,394",,"https://m.media-amazon.com/images/M/MV5BNWU5MGY4N2QtMGQxOC00ZDVmLTk4MWYtYzRkMWVkNmVjYmE0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDAwMDAwMw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
The Christmas Chalet,,90,6.6,,"Drama, Family, Romance",2019,"A Christmas-loving divorcee books a chalet with her mother and daughter for the holidays, where she meets a writer who despises Christmas. Together they learn the magic of Christmas and family.",Jennifer Gibson,"Erica Durance, Robin Dunne, Elva Mai Hoover, Micah Kalisch, ",863,,"https://m.media-amazon.com/images/M/MV5BYzE2NWFmNzgtM2UyNS00YmFiLThhMjktZGY5ZGRkYzk4YzE1XkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie
Mistletoe Match,,,6.5,,"Comedy, Romance",2022,"Journalist Olivia goes undercover to the successful Mistletoe Match event. There, she meets single dad, widower Thomas. Sparks soon fly, but with a promotion on the line, will she risk losing it all for the romance she never saw coming?",Graeme Campbell,"Elena Juatco, Ryan Bruce, AnnaMaria Demara, Catherine McGregor, ",87,,"https://m.media-amazon.com/images/M/MV5BNzg5YWM2ZGMtYTQyNC00NWIyLWJhZjgtOWY3ZDVhNWZlYjQxXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie
Santa Baby,PG,89,5.5,,"Animation, Comedy, Fantasy",2006,"Mary Class is a highly successful business executive - who just happens to be the daughter of Santa Claus. But when her father falls ill, Mary returns to the North Pole and the life she ...                See full summary »",Ron Underwood,"Jenny McCarthy-Wahlberg, Ivan Sergei, George Wendt, Kandyse McClure, ","1,770",,"https://m.media-amazon.com/images/M/MV5BZTljOTVjZmItZDU1Mi00ZGI1LWI3YjItNzljMmFiMzUzZTZhXkEyXkFqcGdeQXVyMjczOTU2NTI@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie
Christmas on Repeat,,89,5.4,,"Comedy, Drama, Romance",2022,"An ad executive gets more than she bargained for when Santa grants her wish for a Christmas do-over, and she realizes she's been missing precious time with her family.",Lindsay Hartley,"Jennifer Taylor, Gary Poux, Matthew Lawrence, Julia Terranova, ",146,,"https://m.media-amazon.com/images/M/MV5BM2U2NzBjMDItMjE2MS00NWVkLWFkNzYtYTQzNzJlYTUwMDI4XkEyXkFqcGdeQXVyNTQyODQ0ODA@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie
The Christmas Sitters,,80,5.4,,"Comedy, Romance",2020,"Facing holiday flight delays on a return trip from Europe, two parents double-book incompatible babysitters: the mother's BFF lawyer friend, Nora, and the dad's guitarist half-brother, Max,...                See full summary »",Dylan Vox,"Tristin Mays, Nathan Owens, Melissa Ordway, Justin Gaston, ",205,,"https://m.media-amazon.com/images/M/MV5BZmE0MzUyNzktY2NkNC00Njg3LTkzNmMtM2EyNTczYjYxZTY5XkEyXkFqcGdeQXVyNzcwNzYyNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
